match_id,innings,over,ball,runs,wicket,extras,batting_team,bowling_team,striker,non_striker,bowler,current_score,wickets_lost,required_rr,current_rr,target,recent_runs,recent_wickets,dot_ball_streak,partnership_runs,partnership_balls,momentum_state,pressure_level,collapse_risk,boundary,six,four,phase_of_match,win_probability,commentary_text,commentary_type,importance,tone
1150533,1,3,6,2,0,0,India,New Zealand,D Hemalatha,JI Rodrigues,LMM Tahuhu,24,2,0.0,6.0,0,7,1,0,2,1,NEUTRAL,LOW,LOW,0,0,0,POWERPLAY,67.5,D Hemalatha takes 2 from the ball with calm control.,ball,low,neutral
1150533,1,4,1,1,0,0,India,New Zealand,JI Rodrigues,D Hemalatha,HNK Jensen,25,2,0.0,6.0,0,8,1,0,3,2,NEUTRAL,LOW,LOW,0,0,0,POWERPLAY,69.046,JI Rodrigues takes 1 from the ball with calm control.,ball,low,neutral
1150533,1,4,2,1,0,0,India,New Zealand,D Hemalatha,JI Rodrigues,HNK Jensen,26,2,0.0,6.0,0,5,1,0,4,3,NEUTRAL,LOW,LOW,0,0,0,POWERPLAY,64.408,D Hemalatha takes 1 from the ball with calm control.,ball,low,neutral
1150533,1,4,3,1,0,0,India,New Zealand,JI Rodrigues,D Hemalatha,HNK Jensen,27,2,0.0,6.0,0,6,1,0,5,4,NEUTRAL,LOW,LOW,0,0,0,POWERPLAY,65.954,JI Rodrigues takes 1 from the ball with calm control.,ball,low,neutral
1150533,1,4,4,2,0,0,India,New Zealand,D Hemalatha,JI Rodrigues,HNK Jensen,29,2,0.0,6.2143,0,7,1,0,7,5,NEUTRAL,LOW,LOW,0,0,0,POWERPLAY,68.2523,D Hemalatha takes 2 from the ball with calm control.,ball,low,neutral
1150533,1,4,5,4,0,0,India,New Zealand,D Hemalatha,JI Rodrigues,HNK Jensen,33,2,0.0,6.8276,0,11,0,0,11,6,BATTING,LOW,LOW,1,0,1,POWERPLAY,99.0,"D Hemalatha finds the boundary, injecting fresh momentum into the innings.",boundary,medium,energetic
1150533,1,4,6,4,0,0,India,New Zealand,D Hemalatha,JI Rodrigues,HNK Jensen,37,2,0.0,7.4,0,13,0,0,15,7,BATTING,LOW,LOW,1,0,1,POWERPLAY,99.0,"D Hemalatha finds the boundary, injecting fresh momentum into the innings.",boundary,medium,energetic
1150533,1,5,1,0,0,0,India,New Zealand,JI Rodrigues,D Hemalatha,LM Kasperek,37,2,0.0,7.1613,0,12,0,1,15,8,BATTING,LOW,LOW,0,0,0,POWERPLAY,89.5517,"Momentum is swinging towards the batters, and every delivery is nudging the contest further.",momentum,medium,neutral
1150533,1,5,2,1,0,0,India,New Zealand,JI Rodrigues,D Hemalatha,LM Kasperek,38,2,0.0,7.125,0,12,0,0,16,9,BATTING,LOW,LOW,0,0,0,POWERPLAY,90.4143,"Momentum is swinging towards the batters, and every delivery is nudging the contest further.",momentum,medium,neutral
1150533,1,5,3,2,0,0,India,New Zealand,D Hemalatha,JI Rodrigues,LM Kasperek,40,2,0.0,7.2727,0,13,0,0,18,10,BATTING,LOW,LOW,0,0,0,POWERPLAY,92.4788,"Momentum is swinging towards the batters, and every delivery is nudging the contest further.",momentum,medium,neutral
1150533,1,5,4,0,1,0,India,New Zealand,D Hemalatha,JI Rodrigues,LM Kasperek,40,3,0.0,7.0588,0,11,1,1,18,11,NEUTRAL,LOW,MEDIUM,0,0,0,POWERPLAY,56.8759,"LM Kasperek strikes and removes D Hemalatha, a timely wicket for New Zealand.",wicket,high,dramatic
1150533,1,5,5,0,0,0,India,New Zealand,H Kaur,JI Rodrigues,LM Kasperek,40,3,0.0,6.8571,0,7,1,2,0,1,NEUTRAL,LOW,MEDIUM,0,0,0,POWERPLAY,66.9538,H Kaur takes 0 from the ball with calm control.,ball,low,neutral
1150533,1,5,6,1,0,0,India,New Zealand,H Kaur,JI Rodrigues,LM Kasperek,41,3,0.0,6.8333,0,4,1,0,1,2,NEUTRAL,LOW,MEDIUM,0,0,0,POWERPLAY,64.2123,H Kaur takes 1 from the ball with calm control.,ball,low,neutral
1150533,1,6,1,0,0,0,India,New Zealand,H Kaur,JI Rodrigues,AC Kerr,41,3,0.0,6.6486,0,4,1,1,1,3,NEUTRAL,LOW,MEDIUM,0,0,0,MIDDLE_OVERS,62.5739,H Kaur takes 0 from the ball with calm control.,ball,low,neutral
1150533,1,6,2,0,0,0,India,New Zealand,H Kaur,JI Rodrigues,AC Kerr,41,3,0.0,6.4737,0,3,1,2,1,4,NEUTRAL,LOW,MEDIUM,0,0,0,MIDDLE_OVERS,59.4239,H Kaur takes 0 from the ball with calm control.,ball,low,neutral
1150533,1,6,3,0,0,0,India,New Zealand,H Kaur,JI Rodrigues,AC Kerr,41,3,0.0,6.3077,0,1,1,3,1,5,BOWLING,LOW,MEDIUM,0,0,0,MIDDLE_OVERS,54.7592,H Kaur takes 0 from the ball with calm control.,ball,low,neutral
1150533,1,6,4,1,0,0,India,New Zealand,H Kaur,JI Rodrigues,AC Kerr,42,3,0.0,6.3,0,2,0,0,2,6,BATTING,LOW,LOW,0,0,0,MIDDLE_OVERS,70.4832,H Kaur takes 1 from the ball with calm control.,ball,low,neutral
1150533,1,6,5,2,0,0,India,New Zealand,JI Rodrigues,H Kaur,AC Kerr,44,3,0.0,6.439,0,4,0,0,4,7,BATTING,LOW,LOW,0,0,0,MIDDLE_OVERS,74.0631,"Momentum is swinging towards the batters, and every delivery is nudging the contest further.",momentum,medium,neutral
1150533,1,6,6,1,0,0,India,New Zealand,JI Rodrigues,H Kaur,AC Kerr,45,3,0.0,6.4286,0,4,0,0,5,8,BATTING,LOW,LOW,0,0,0,MIDDLE_OVERS,74.0266,"Momentum is swinging towards the batters, and every delivery is nudging the contest further.",momentum,medium,neutral
1150533,1,7,1,4,0,0,India,New Zealand,JI Rodrigues,H Kaur,SFM Devine,49,3,0.0,6.8372,0,8,0,0,9,9,BATTING,LOW,LOW,1,0,1,MIDDLE_OVERS,92.885,"JI Rodrigues finds the boundary, injecting fresh momentum into the innings.",boundary,medium,energetic
1150533,1,7,2,1,0,0,India,New Zealand,JI Rodrigues,H Kaur,SFM Devine,50,3,0.0,6.8182,0,9,0,0,10,10,BATTING,LOW,LOW,0,0,0,MIDDLE_OVERS,83.1243,"Momentum is swinging towards the batters, and every delivery is nudging the contest further.",momentum,medium,neutral
1150533,1,7,3,1,0,0,India,New Zealand,H Kaur,JI Rodrigues,SFM Devine,51,3,0.0,6.8,0,10,0,0,11,11,BATTING,LOW,LOW,0,0,0,MIDDLE_OVERS,84.6064,"Momentum is swinging towards the batters, and every delivery is nudging the contest further.",momentum,medium,neutral
1150533,1,7,4,1,0,0,India,New Zealand,JI Rodrigues,H Kaur,SFM Devine,52,3,0.0,6.7826,0,10,0,0,12,12,BATTING,LOW,LOW,0,0,0,MIDDLE_OVERS,84.5453,"Momentum is swinging towards the batters, and every delivery is nudging the contest further.",momentum,medium,neutral
1150533,1,7,5,0,0,0,India,New Zealand,H Kaur,JI Rodrigues,SFM Devine,52,3,0.0,6.6383,0,8,0,1,12,13,BATTING,LOW,LOW,0,0,0,MIDDLE_OVERS,79.9568,"Momentum is swinging towards the batters, and every delivery is nudging the contest further.",momentum,medium,neutral
1150533,1,7,6,0,0,0,India,New Zealand,H Kaur,JI Rodrigues,SFM Devine,52,3,0.0,6.5,0,7,0,2,12,14,BATTING,LOW,LOW,0,0,0,MIDDLE_OVERS,76.9352,"Momentum is swinging towards the batters, and every delivery is nudging the contest further.",momentum,medium,neutral
1150533,1,8,1,4,0,0,India,New Zealand,JI Rodrigues,H Kaur,AC Kerr,56,3,0.0,6.8571,0,7,0,0,16,15,BATTING,LOW,LOW,1,0,1,MIDDLE_OVERS,91.4088,"JI Rodrigues finds the boundary, injecting fresh momentum into the innings.",boundary,medium,energetic
1150533,1,8,2,1,0,0,India,New Zealand,JI Rodrigues,H Kaur,AC Kerr,57,3,0.0,6.84,0,7,0,0,17,16,BATTING,LOW,LOW,0,0,0,MIDDLE_OVERS,80.1088,"Momentum is swinging towards the batters, and every delivery is nudging the contest further.",momentum,medium,neutral
1150533,1,8,3,1,0,0,India,New Zealand,H Kaur,JI Rodrigues,AC Kerr,58,3,0.0,6.8235,0,7,0,0,18,17,BATTING,LOW,LOW,0,0,0,MIDDLE_OVERS,80.0509,"Momentum is swinging towards the batters, and every delivery is nudging the contest further.",momentum,medium,neutral
1150533,1,8,4,1,0,0,India,New Zealand,JI Rodrigues,H Kaur,AC Kerr,59,3,0.0,6.8077,0,7,0,0,19,18,BATTING,LOW,LOW,0,0,0,MIDDLE_OVERS,79.9954,"Momentum is swinging towards the batters, and every delivery is nudging the contest further.",momentum,medium,neutral
1150533,1,8,5,0,0,0,India,New Zealand,H Kaur,JI Rodrigues,AC Kerr,59,3,0.0,6.6792,0,7,0,1,19,19,BATTING,LOW,LOW,0,0,0,MIDDLE_OVERS,78.5543,"Momentum is swinging towards the batters, and every delivery is nudging the contest further.",momentum,medium,neutral
1150533,1,8,6,1,0,0,India,New Zealand,H Kaur,JI Rodrigues,AC Kerr,60,3,0.0,6.6667,0,8,0,0,20,20,BATTING,LOW,LOW,0,0,0,MIDDLE_OVERS,81.0464,"Momentum is swinging towards the batters, and every delivery is nudging the contest further.",momentum,medium,neutral
1150533,1,9,1,0,0,0,India,New Zealand,H Kaur,JI Rodrigues,JM Watkin,60,3,0.0,6.5455,0,4,0,1,20,21,BATTING,LOW,LOW,0,0,0,MIDDLE_OVERS,73.4469,H Kaur takes 0 from the ball with calm control.,ball,low,neutral
1150533,1,9,2,6,0,0,India,New Zealand,H Kaur,JI Rodrigues,JM Watkin,66,3,0.0,7.0714,0,9,0,0,26,22,BATTING,LOW,LOW,1,1,0,MIDDLE_OVERS,95.2531,"H Kaur finds the maximum, injecting fresh momentum into the innings.",boundary,medium,energetic
1150533,1,9,3,2,0,0,India,New Zealand,H Kaur,JI Rodrigues,JM Watkin,68,3,0.0,7.1579,0,10,0,0,28,23,BATTING,LOW,LOW,0,0,0,MIDDLE_OVERS,85.8628,"Momentum is swinging towards the batters, and every delivery is nudging the contest further.",momentum,medium,neutral
1150533,1,9,4,1,0,0,India,New Zealand,H Kaur,JI Rodrigues,JM Watkin,69,3,0.0,7.1379,0,10,0,0,29,24,BATTING,LOW,LOW,0,0,0,MIDDLE_OVERS,85.7926,"Momentum is swinging towards the batters, and every delivery is nudging the contest further.",momentum,medium,neutral
1150533,1,9,5,1,0,0,India,New Zealand,JI Rodrigues,H Kaur,JM Watkin,70,3,0.0,7.1186,0,11,0,0,30,25,BATTING,LOW,LOW,0,0,0,MIDDLE_OVERS,87.2708,"Momentum is swinging towards the batters, and every delivery is nudging the contest further.",momentum,medium,neutral
1150533,1,9,6,6,0,0,India,New Zealand,H Kaur,JI Rodrigues,JM Watkin,76,3,0.0,7.6,0,16,0,0,36,26,BATTING,LOW,LOW,1,1,0,MIDDLE_OVERS,99.0,"H Kaur finds the maximum, injecting fresh momentum into the innings.",boundary,medium,energetic
1150533,1,10,1,1,0,0,India,New Zealand,JI Rodrigues,H Kaur,LM Kasperek,77,3,0.0,7.5738,0,17,0,0,37,27,BATTING,LOW,LOW,0,0,0,MIDDLE_OVERS,97.7071,"Momentum is swinging towards the batters, and every delivery is nudging the contest further.",momentum,medium,neutral
1150533,1,10,2,1,0,0,India,New Zealand,H Kaur,JI Rodrigues,LM Kasperek,78,3,0.0,7.5484,0,12,0,0,38,28,BATTING,LOW,LOW,0,0,0,MIDDLE_OVERS,90.3257,"Momentum is swinging towards the batters, and every delivery is nudging the contest further.",momentum,medium,neutral
1150533,1,10,3,2,0,0,India,New Zealand,JI Rodrigues,H Kaur,LM Kasperek,80,3,0.0,7.619,0,12,0,0,40,29,BATTING,LOW,LOW,0,0,0,MIDDLE_OVERS,90.5735,This stand is taking shape for India as the pair steadily rebuilds momentum.,partnership,medium,analytical
1150533,1,10,4,1,0,0,India,New Zealand,JI Rodrigues,H Kaur,LM Kasperek,81,3,0.0,7.5938,0,12,0,0,41,30,BATTING,LOW,LOW,0,0,0,MIDDLE_OVERS,90.485,This stand is taking shape for India as the pair steadily rebuilds momentum.,partnership,medium,analytical
1150533,1,10,5,0,0,0,India,New Zealand,H Kaur,JI Rodrigues,LM Kasperek,81,3,0.0,7.4769,0,11,0,1,41,31,BATTING,LOW,LOW,0,0,0,MIDDLE_OVERS,87.5387,This stand is taking shape for India as the pair steadily rebuilds momentum.,partnership,medium,analytical
1150533,1,10,6,0,0,0,India,New Zealand,H Kaur,JI Rodrigues,LM Kasperek,81,3,0.0,7.3636,0,5,0,2,41,32,BATTING,LOW,LOW,0,0,0,MIDDLE_OVERS,76.8749,This stand is taking shape for India as the pair steadily rebuilds momentum.,partnership,medium,analytical
1150533,1,11,1,0,0,0,India,New Zealand,JI Rodrigues,H Kaur,LMM Tahuhu,81,3,0.0,7.2537,0,4,0,3,41,33,NEUTRAL,LOW,LOW,0,0,0,MIDDLE_OVERS,73.9531,This stand is taking shape for India as the pair steadily rebuilds momentum.,partnership,medium,analytical
1150533,1,11,2,4,0,0,India,New Zealand,JI Rodrigues,H Kaur,LMM Tahuhu,85,3,0.0,7.5,0,7,0,0,45,34,BATTING,LOW,LOW,1,0,1,MIDDLE_OVERS,93.6658,"JI Rodrigues finds the boundary, injecting fresh momentum into the innings.",boundary,medium,energetic
1150533,1,11,3,1,0,1,India,New Zealand,JI Rodrigues,H Kaur,LMM Tahuhu,86,3,0.0,7.4783,0,6,0,0,46,35,BATTING,LOW,LOW,0,0,0,MIDDLE_OVERS,80.8036,This stand is taking shape for India as the pair steadily rebuilds momentum.,partnership,medium,analytical
1150533,1,11,4,0,0,0,India,New Zealand,H Kaur,JI Rodrigues,LMM Tahuhu,86,3,0.0,7.3714,0,5,0,1,46,36,BATTING,LOW,LOW,0,0,0,MIDDLE_OVERS,77.8923,This stand is taking shape for India as the pair steadily rebuilds momentum.,partnership,medium,analytical
1150533,1,11,5,4,0,0,India,New Zealand,H Kaur,JI Rodrigues,LMM Tahuhu,90,3,0.0,7.6056,0,9,0,0,50,37,BATTING,LOW,LOW,1,0,1,MIDDLE_OVERS,97.1285,"H Kaur finds the boundary, injecting fresh momentum into the innings.",boundary,medium,energetic
1150533,1,11,6,1,0,0,India,New Zealand,H Kaur,JI Rodrigues,LMM Tahuhu,91,3,0.0,7.5833,0,10,0,0,51,38,BATTING,LOW,LOW,0,0,0,MIDDLE_OVERS,87.3562,This stand is taking shape for India as the pair steadily rebuilds momentum.,partnership,medium,analytical
1150533,1,12,1,0,0,0,India,New Zealand,H Kaur,JI Rodrigues,AC Kerr,91,3,0.0,7.4795,0,10,0,1,51,39,BATTING,LOW,LOW,0,0,0,MIDDLE_OVERS,86.0018,This stand is taking shape for India as the pair steadily rebuilds momentum.,partnership,medium,analytical
1150533,1,12,2,1,0,0,India,New Zealand,H Kaur,JI Rodrigues,AC Kerr,92,3,0.0,7.4595,0,7,0,0,52,40,BATTING,LOW,LOW,0,0,0,MIDDLE_OVERS,82.2836,This stand is taking shape for India as the pair steadily rebuilds momentum.,partnership,medium,analytical
1150533,1,12,3,0,0,0,India,New Zealand,JI Rodrigues,H Kaur,AC Kerr,92,3,0.0,7.36,0,6,0,1,52,41,BATTING,LOW,LOW,0,0,0,MIDDLE_OVERS,79.3983,This stand is taking shape for India as the pair steadily rebuilds momentum.,partnership,medium,analytical
1150533,1,12,4,4,0,0,India,New Zealand,JI Rodrigues,H Kaur,AC Kerr,96,3,0.0,7.5789,0,10,0,0,56,42,BATTING,LOW,LOW,1,0,1,MIDDLE_OVERS,98.5807,"JI Rodrigues finds the boundary, injecting fresh momentum into the innings.",boundary,medium,energetic
1150533,1,12,5,1,0,0,India,New Zealand,JI Rodrigues,H Kaur,AC Kerr,97,3,0.0,7.5584,0,7,0,0,57,43,BATTING,LOW,LOW,0,0,0,MIDDLE_OVERS,82.6308,This stand is taking shape for India as the pair steadily rebuilds momentum.,partnership,medium,analytical
1150533,1,12,6,1,0,0,India,New Zealand,H Kaur,JI Rodrigues,AC Kerr,98,3,0.0,7.5385,0,7,0,0,58,44,BATTING,LOW,LOW,0,0,0,MIDDLE_OVERS,82.5609,This stand is taking shape for India as the pair steadily rebuilds momentum.,partnership,medium,analytical
1150533,1,13,1,1,0,0,India,New Zealand,H Kaur,JI Rodrigues,AE Satterthwaite,99,3,0.0,7.519,0,8,0,0,59,45,BATTING,LOW,LOW,0,0,0,MIDDLE_OVERS,84.0384,This stand is taking shape for India as the pair steadily rebuilds momentum.,partnership,medium,analytical
1150533,1,13,2,1,0,0,India,New Zealand,JI Rodrigues,H Kaur,AE Satterthwaite,100,3,0.0,7.5,0,8,0,0,60,46,BATTING,LOW,LOW,0,0,0,MIDDLE_OVERS,83.9718,This stand is taking shape for India as the pair steadily rebuilds momentum.,partnership,medium,analytical
1150533,1,13,3,6,0,0,India,New Zealand,H Kaur,JI Rodrigues,AE Satterthwaite,106,3,0.0,7.8519,0,14,0,0,66,47,BATTING,LOW,LOW,1,1,0,MIDDLE_OVERS,99.0,"H Kaur finds the maximum, injecting fresh momentum into the innings.",boundary,medium,energetic
1150533,1,13,4,0,0,0,India,New Zealand,H Kaur,JI Rodrigues,AE Satterthwaite,106,3,0.0,7.7561,0,10,0,1,66,48,BATTING,LOW,LOW,0,0,0,MIDDLE_OVERS,86.9728,This stand is taking shape for India as the pair steadily rebuilds momentum.,partnership,medium,analytical
1150533,1,13,5,6,0,0,India,New Zealand,H Kaur,JI Rodrigues,AE Satterthwaite,112,3,0.0,8.0964,0,15,0,0,72,49,BATTING,LOW,LOW,1,1,0,MIDDLE_OVERS,99.0,"H Kaur finds the maximum, injecting fresh momentum into the innings.",boundary,medium,energetic
1150533,1,13,6,4,0,0,India,New Zealand,H Kaur,JI Rodrigues,AE Satterthwaite,116,3,0.0,8.2857,0,18,0,0,76,50,BATTING,LOW,LOW,1,0,1,MIDDLE_OVERS,99.0,"H Kaur finds the boundary, injecting fresh momentum into the innings.",boundary,medium,energetic
1150533,1,14,1,1,0,0,India,New Zealand,JI Rodrigues,H Kaur,SFM Devine,117,3,0.0,8.2588,0,18,0,0,77,51,BATTING,LOW,LOW,0,0,0,MIDDLE_OVERS,97.7768,This stand is taking shape for India as the pair steadily rebuilds momentum.,partnership,medium,analytical
1150533,1,14,2,4,0,0,India,New Zealand,H Kaur,JI Rodrigues,SFM Devine,121,3,0.0,8.4419,0,21,0,0,81,52,BATTING,LOW,LOW,1,0,1,MIDDLE_OVERS,99.0,"H Kaur finds the boundary, injecting fresh momentum into the innings.",boundary,medium,energetic
1150533,1,14,3,1,0,0,India,New Zealand,H Kaur,JI Rodrigues,SFM Devine,122,3,0.0,8.4138,0,16,0,0,82,53,BATTING,LOW,LOW,0,0,0,MIDDLE_OVERS,97.2984,This stand is taking shape for India as the pair steadily rebuilds momentum.,partnership,medium,analytical
1150533,1,14,4,0,0,0,India,New Zealand,JI Rodrigues,H Kaur,SFM Devine,122,3,0.0,8.3182,0,16,0,1,82,54,BATTING,LOW,LOW,0,0,0,MIDDLE_OVERS,96.4925,This stand is taking shape for India as the pair steadily rebuilds momentum.,partnership,medium,analytical
1150533,1,14,5,1,0,0,India,New Zealand,JI Rodrigues,H Kaur,SFM Devine,123,3,0.0,8.2921,0,11,0,0,83,55,BATTING,LOW,LOW,0,0,0,MIDDLE_OVERS,90.8281,This stand is taking shape for India as the pair steadily rebuilds momentum.,partnership,medium,analytical
1150533,1,14,6,1,0,0,India,New Zealand,H Kaur,JI Rodrigues,SFM Devine,124,3,0.0,8.2667,0,8,0,0,84,56,BATTING,LOW,LOW,0,0,0,MIDDLE_OVERS,86.1498,This stand is taking shape for India as the pair steadily rebuilds momentum.,partnership,medium,analytical
1150533,1,15,1,2,0,0,India,New Zealand,H Kaur,JI Rodrigues,LM Kasperek,126,3,0.0,8.3077,0,9,0,0,86,57,BATTING,LOW,LOW,0,0,0,MIDDLE_OVERS,87.7609,This stand is taking shape for India as the pair steadily rebuilds momentum.,partnership,medium,analytical
1150533,1,15,2,2,0,0,India,New Zealand,H Kaur,JI Rodrigues,LM Kasperek,128,3,0.0,8.3478,0,7,0,0,88,58,BATTING,LOW,LOW,0,0,0,MIDDLE_OVERS,84.7324,This stand is taking shape for India as the pair steadily rebuilds momentum.,partnership,medium,analytical
1150533,1,15,3,4,0,0,India,New Zealand,H Kaur,JI Rodrigues,LM Kasperek,132,3,0.0,8.5161,0,10,0,0,92,59,BATTING,LOW,LOW,1,0,1,MIDDLE_OVERS,99.0,"H Kaur finds the boundary, injecting fresh momentum into the innings.",boundary,medium,energetic
1150533,1,15,4,6,0,0,India,New Zealand,H Kaur,JI Rodrigues,LM Kasperek,138,3,0.0,8.8085,0,16,0,0,98,60,BATTING,LOW,LOW,1,1,0,MIDDLE_OVERS,99.0,"H Kaur finds the maximum, injecting fresh momentum into the innings.",boundary,medium,energetic
